Projekt-Nummer: 20250999
Projektname: Musterstraﬂe
Versuchs-Nummer: CPTU 1
Kundenname: -
Ort: Musterhausen
Datum: 29.03.2025
Konus-Nummer: xxxxxx.Sxxxxx
Gel‰ndekante: 0,00
Wasserspiegel: 0,00
Vorbohrwerte: 0,00
E Coordinate: 0,000
N Coordinate: 0,000

Tiefe     qc        fs        u2        I         Rf        qt        ic        Su_min    Su_max    soilfr    soilbq    soilavg   IFA       
          [MPa]     [MPa]     [MPa]     [∞]       [%]       [MPa]               [kPa]     [kPa]                                   [∞]       

12,48     2,76      0,029     1,163     3,4       1,26      2,996     2,43      UNDEF     UNDEF     5,0       4,0       5,0       31,420    
12,49     2,51      0,028     1,089     3,4       1,25      2,732     2,49      UNDEF     UNDEF     5,0       4,0       5,0       30,780    
12,50     2,48      0,028     1,092     3,4       1,23      2,702     2,50      UNDEF     UNDEF     5,0       4,0       5,0       30,690    
12,51     2,43      0,028     1,058     3,4       1,23      2,637     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,52     2,35      0,028     1,022     3,4       1,22      2,552     2,54      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,53     2,24      0,028     1,006     3,4       1,22      2,444     2,56      79,990    99,990    4,0       3,0       4,0       UNDEF     
12,54     2,18      0,028     1,001     3,4       1,21      2,377     2,58      77,340    96,680    4,0       3,0       4,0       UNDEF     
12,55     2,14      0,028     0,994     3,4       1,22      2,336     2,59      75,780    94,730    4,0       3,0       4,0       UNDEF     
12,56     2,11      0,028     0,990     3,4       1,23      2,309     2,60      74,690    93,360    4,0       3,0       4,0       UNDEF     
12,57     2,10      0,028     0,990     3,4       1,25      2,301     2,60      74,370    92,960    4,0       3,0       4,0       UNDEF     
12,58     2,08      0,028     0,990     3,4       1,27      2,281     2,61      73,590    91,980    4,0       3,0       4,0       UNDEF     
12,59     2,08      0,028     0,990     3,4       1,28      2,277     2,61      73,420    91,780    4,0       3,0       4,0       UNDEF     
12,60     2,07      0,028     0,990     3,4       1,28      2,270     2,61      73,100    91,380    4,0       3,0       4,0       UNDEF     
12,61     2,07      0,026     0,990     3,4       1,23      2,266     2,61      72,940    91,180    4,0       3,0       4,0       UNDEF     
12,62     2,07      0,025     0,990     3,4       1,16      2,265     2,59      72,900    91,130    4,0       3,0       4,0       UNDEF     
12,63     2,07      0,024     0,990     3,5       1,12      2,266     2,59      72,910    91,140    4,0       3,0       4,0       UNDEF     
12,64     2,07      0,024     0,991     3,4       1,09      2,266     2,58      72,910    91,140    4,0       3,0       4,0       UNDEF     
12,65     2,07      0,024     0,992     3,5       1,08      2,267     2,58      72,940    91,170    4,0       3,0       4,0       UNDEF     
12,66     2,08      0,024     0,995     3,4       1,07      2,276     2,58      73,250    91,560    4,0       3,0       4,0       UNDEF     
12,67     2,11      0,024     1,003     3,5       1,06      2,313     2,57      74,680    93,350    4,0       3,0       4,0       UNDEF     
12,68     2,19      0,024     1,024     3,4       1,06      2,397     2,55      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,69     2,36      0,024     1,073     3,5       1,06      2,570     2,50      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,70     2,35      0,024     1,083     3,5       1,08      2,564     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,71     2,39      0,025     1,102     3,5       1,09      2,607     2,50      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,72     2,43      0,025     1,154     3,4       1,13      2,656     2,50      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,73     2,76      0,027     1,189     3,5       1,21      2,997     2,43      UNDEF     UNDEF     5,0       4,0       5,0       31,270    
12,74     2,54      0,028     1,148     3,4       1,23      2,767     2,49      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,75     2,40      0,028     1,106     3,5       1,23      2,619     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,76     2,32      0,028     1,088     3,4       1,23      2,542     2,54      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
12,77     2,22      0,028     1,064     3,5       1,23      2,432     2,57      78,870    98,590    4,0       3,0       4,0       UNDEF     
12,78     2,16      0,028     1,044     3,4       1,23      2,374     2,59      76,690    95,860    4,0       3,0       4,0       UNDEF     
12,79     2,15      0,027     1,024     3,5       1,23      2,354     2,59      76,060    95,070    4,0       3,0       4,0       UNDEF     
12,80     2,09      0,027     1,008     3,4       1,22      2,293     2,61      73,720    92,150    4,0       3,0       4,0       UNDEF     
12,81     2,07      0,027     0,999     3,5       1,22      2,268     2,62      72,780    90,970    4,0       3,0       4,0       UNDEF     
12,82     2,04      0,027     0,995     3,4       1,23      2,244     2,62      71,840    89,800    4,0       3,0       4,0       UNDEF     
12,83     2,04      0,027     0,995     3,5       1,25      2,242     2,62      71,790    89,730    4,0       3,0       4,0       UNDEF     
12,84     2,04      0,027     0,995     3,5       1,26      2,242     2,62      71,760    89,700    4,0       3,0       4,0       UNDEF     
12,85     2,04      0,027     0,996     3,5       1,27      2,242     2,62      71,750    89,680    4,0       3,0       4,0       UNDEF     
12,86     2,04      0,027     0,996     3,4       1,28      2,243     2,62      71,770    89,720    4,0       3,0       4,0       UNDEF     
12,87     2,04      0,026     1,003     3,5       1,29      2,245     2,62      71,800    89,750    4,0       3,0       4,0       UNDEF     
12,88     2,06      0,026     1,016     3,5       1,30      2,263     2,62      72,410    90,520    4,0       3,0       4,0       UNDEF     
12,89     2,07      0,025     1,020     3,5       1,22      2,272     2,60      72,710    90,890    4,0       3,0       4,0       UNDEF     
12,90     2,07      0,025     1,020     3,5       1,22      2,272     2,60      72,710    90,880    4,0       3,0       4,0       UNDEF     
12,91     2,08      0,022     1,015     3,5       1,12      2,279     2,58      73,010    91,260    4,0       3,0       4,0       UNDEF     
12,92     2,06      0,021     1,007     3,5       1,07      2,258     2,57      72,230    90,280    4,0       3,0       4,0       UNDEF     
12,93     2,02      0,021     0,986     3,5       1,07      2,218     2,58      70,820    88,520    4,0       3,0       4,0       UNDEF     
12,94     1,97      0,021     0,976     3,5       1,07      2,166     2,60      68,790    85,990    4,0       3,0       4,0       UNDEF     
12,95     1,98      0,021     0,976     3,5       1,06      2,174     2,59      69,090    86,370    4,0       3,0       4,0       UNDEF     
12,96     1,94      0,021     0,936     3,5       1,06      2,127     2,61      67,530    84,420    4,0       3,0       4,0       UNDEF     
12,97     1,87      0,020     0,927     3,5       1,04      2,051     2,63      64,570    80,720    4,0       3,0       4,0       UNDEF     
12,98     1,87      0,020     0,924     3,4       1,02      2,051     2,62      64,570    80,710    4,0       3,0       4,0       UNDEF     
12,99     1,86      0,019     0,920     3,5       1,00      2,046     2,62      64,400    80,500    4,0       3,0       4,0       UNDEF     
13,00     1,86      0,019     0,921     3,5       0,99      2,042     2,62      64,240    80,300    4,0       3,0       4,0       UNDEF     
13,01     1,85      0,019     0,918     3,5       1,00      2,030     2,62      63,770    79,710    4,0       3,0       4,0       UNDEF     
13,02     1,84      0,018     0,914     3,6       0,98      2,022     2,62      63,450    79,310    4,0       3,0       4,0       UNDEF     
13,03     1,83      0,018     0,912     3,5       0,97      2,013     2,62      63,130    78,910    4,0       3,0       4,0       UNDEF     
13,04     1,82      0,018     0,912     3,5       0,96      2,002     2,62      62,650    78,320    4,0       3,0       4,0       UNDEF     
13,05     1,81      0,017     0,912     3,5       0,94      1,994     2,62      62,340    77,920    4,0       3,0       4,0       UNDEF     
13,06     1,81      0,017     0,912     3,6       0,93      1,992     2,61      62,250    77,810    4,0       3,0       4,0       UNDEF     
13,07     1,81      0,017     0,912     3,5       0,93      1,991     2,62      62,200    77,760    4,0       3,0       4,0       UNDEF     
13,08     1,81      0,017     0,913     3,5       0,91      1,991     2,61      62,190    77,740    4,0       3,0       4,0       UNDEF     
13,09     1,81      0,016     0,916     3,5       0,90      1,992     2,61      62,180    77,730    4,0       3,0       4,0       UNDEF     
13,10     1,81      0,016     0,916     3,5       0,89      1,992     2,61      62,180    77,720    4,0       3,0       4,0       UNDEF     
13,11     1,81      0,016     0,923     3,5       0,87      1,993     2,60      62,170    77,710    4,0       3,0       4,0       UNDEF     
13,12     1,81      0,016     0,924     3,5       0,87      1,996     2,60      62,280    77,850    4,0       3,0       4,0       UNDEF     
13,13     1,81      0,016     0,924     3,5       0,84      1,996     2,60      62,270    77,840    4,0       3,0       4,0       UNDEF     
13,14     1,81      0,015     0,928     3,6       0,82      1,999     2,59      62,340    77,930    4,0       3,0       4,0       UNDEF     
13,15     1,82      0,015     0,930     3,5       0,82      2,001     2,59      62,410    78,010    4,0       3,0       4,0       UNDEF     
13,16     1,82      0,015     0,931     3,6       0,82      2,009     2,59      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
13,17     1,83      0,015     0,935     3,6       0,81      2,017     2,59      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
13,18     1,85      0,015     0,971     3,5       0,81      2,041     2,58      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
13,19     1,90      0,015     0,980     3,5       0,79      2,097     2,56      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
13,20     1,90      0,015     0,981     3,6       0,79      2,093     2,56      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
13,21     1,90      0,015     0,988     3,6       0,79      2,102     2,56      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
13,22     1,94      0,015     0,991     3,6       0,79      2,134     2,55      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
13,23     1,89      0,015     0,967     3,5       0,79      2,086     2,56      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
13,24     1,81      0,015     0,952     3,6       0,80      1,998     2,59      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
13,25     1,80      0,015     0,950     3,6       0,80      1,992     2,59      61,790    77,230    4,0       3,0       4,0       UNDEF     
13,26     1,80      0,015     0,950     3,5       0,81      1,989     2,60      61,660    77,080    4,0       3,0       4,0       UNDEF     
13,27     1,80      0,015     0,950     3,5       0,82      1,987     2,60      61,600    76,990    4,0       3,0       4,0       UNDEF     
13,28     1,80      0,015     0,950     3,6       0,82      1,987     2,60      61,580    76,970    4,0       3,0       4,0       UNDEF     
13,29     1,80      0,015     0,950     3,6       0,82      1,987     2,60      61,580    76,970    4,0       3,0       4,0       UNDEF     
13,30     1,80      0,015     0,951     3,5       0,82      1,988     2,60      61,580    76,970    4,0       3,0       4,0       UNDEF     
13,31     1,80      0,015     0,954     3,6       0,83      1,989     2,60      61,590    76,980    4,0       3,0       4,0       UNDEF     
13,32     1,80      0,015     0,956     3,6       0,83      1,991     2,60      61,650    77,070    4,0       3,0       4,0       UNDEF     
13,33     1,80      0,015     0,960     3,5       0,84      1,992     2,60      61,650    77,060    4,0       3,0       4,0       UNDEF     
13,34     1,80      0,015     0,962     3,6       0,85      1,996     2,61      61,790    77,240    4,0       3,0       4,0       UNDEF     
13,35     1,80      0,016     0,961     3,6       0,86      1,994     2,61      61,710    77,140    4,0       3,0       4,0       UNDEF     
13,36     1,80      0,025     0,962     3,6       1,37      1,995     2,71      61,720    77,150    4,0       3,0       4,0       UNDEF     
13,37     1,80      0,030     0,962     3,6       1,64      1,995     2,75      61,720    77,150    4,0       3,0       4,0       UNDEF     
13,38     1,80      0,032     0,964     3,6       1,70      1,996     2,77      61,740    77,180    4,0       3,0       4,0       UNDEF     
13,39     1,80      0,032     0,969     3,6       1,67      1,999     2,77      61,790    77,240    4,0       3,0       4,0       UNDEF     
13,40     1,81      0,032     0,981     3,6       1,64      2,004     2,77      61,900    77,380    4,0       3,0       4,0       UNDEF     
13,41     1,82      0,032     0,988     3,6       1,61      2,021     2,76      62,510    78,140    4,0       3,0       4,0       UNDEF     
13,42     1,83      0,032     0,996     3,6       1,58      2,034     2,76      62,970    78,720    4,0       3,0       4,0       UNDEF     
13,43     1,86      0,032     1,011     3,5       1,56      2,060     2,75      63,900    79,870    4,0       3,0       4,0       UNDEF     
13,44     1,87      0,032     1,022     3,6       1,54      2,074     2,74      64,350    80,440    4,0       3,0       4,0       UNDEF     
13,45     1,89      0,032     1,030     3,6       1,53      2,099     2,74      65,280    81,600    4,0       3,0       4,0       UNDEF     
13,46     2,53      0,032     1,026     3,6       1,51      2,739     2,56      90,900    113,600   4,0       4,0       4,0       UNDEF     
13,47     2,62      0,032     1,041     3,6       1,50      2,827     2,54      UNDEF     UNDEF     5,0       4,0       5,0       30,510    
13,48     2,59      0,032     1,021     3,6       1,49      2,796     2,54      UNDEF     UNDEF     5,0       4,0       5,0       30,440    
13,49     2,57      0,032     1,013     3,6       1,47      2,775     2,55      UNDEF     UNDEF     5,0       4,0       5,0       30,380    
13,50     2,49      0,031     0,949     3,6       1,42      2,685     2,56      89,310    111,600   4,0       4,0       4,0       UNDEF     
13,51     2,43      0,031     0,935     3,6       1,41      2,620     2,58      86,820    108,500   4,0       4,0       4,0       UNDEF     
13,52     2,37      0,030     0,924     3,6       1,35      2,559     2,59      84,480    105,600   4,0       4,0       4,0       UNDEF     
13,53     2,26      0,030     0,899     3,6       1,32      2,438     2,62      79,810    99,770    4,0       3,0       4,0       UNDEF     
13,54     2,20      0,030     0,887     3,6       1,32      2,373     2,63      77,320    96,650    4,0       3,0       4,0       UNDEF     
13,55     2,16      0,030     0,882     3,6       1,31      2,334     2,64      75,760    94,700    4,0       3,0       4,0       UNDEF     
13,56     2,08      0,030     0,882     3,6       1,33      2,260     2,67      72,800    91,000    4,0       3,0       4,0       UNDEF     
13,57     2,07      0,029     0,882     3,6       1,30      2,249     2,66      72,350    90,440    4,0       3,0       4,0       UNDEF     
13,58     2,07      0,028     0,882     3,6       1,28      2,243     2,66      72,130    90,160    4,0       3,0       4,0       UNDEF     
13,59     2,07      0,025     0,882     3,6       1,20      2,242     2,64      72,070    90,090    4,0       3,0       4,0       UNDEF     
13,60     2,07      0,025     0,883     3,6       1,21      2,242     2,64      72,050    90,060    4,0       3,0       4,0       UNDEF     
13,61     2,07      0,024     0,897     3,6       1,19      2,245     2,63      72,030    90,040    4,0       3,0       4,0       UNDEF     
13,62     2,08      0,024     0,912     3,6       1,19      2,262     2,62      72,600    90,750    4,0       3,0       4,0       UNDEF     
13,63     2,06      0,024     0,902     3,7       1,20      2,240     2,63      71,810    89,770    4,0       3,0       4,0       UNDEF     
13,64     2,03      0,023     0,885     3,7       1,16      2,206     2,63      70,560    88,200    4,0       3,0       4,0       UNDEF     
13,65     1,98      0,023     0,869     3,7       1,15      2,156     2,64      68,690    85,860    4,0       3,0       4,0       UNDEF     
13,66     1,95      0,023     0,861     3,6       1,15      2,124     2,65      67,440    84,300    4,0       3,0       4,0       UNDEF     
13,67     1,92      0,022     0,859     3,6       1,14      2,092     2,66      66,190    82,740    4,0       3,0       4,0       UNDEF     
13,68     1,90      0,022     0,859     3,6       1,14      2,069     2,67      65,250    81,560    4,0       3,0       4,0       UNDEF     
13,69     1,87      0,022     0,859     3,6       1,14      2,045     2,67      64,310    80,390    4,0       3,0       4,0       UNDEF     
13,70     1,87      0,022     0,859     3,6       1,14      2,039     2,68      64,030    80,040    4,0       3,0       4,0       UNDEF     
13,71     1,86      0,022     0,859     3,7       1,14      2,035     2,68      63,890    79,860    4,0       3,0       4,0       UNDEF     
13,72     1,86      0,022     0,859     3,6       1,15      2,034     2,68      63,820    79,770    4,0       3,0       4,0       UNDEF     
13,73     1,86      0,022     0,863     3,6       1,15      2,035     2,68      63,810    79,760    4,0       3,0       4,0       UNDEF     
13,74     1,86      0,022     0,870     3,7       1,16      2,036     2,68      63,800    79,750    4,0       3,0       4,0       UNDEF     
13,75     1,86      0,022     0,877     3,6       1,16      2,037     2,68      63,790    79,740    4,0       3,0       4,0       UNDEF     
13,76     1,88      0,022     0,893     3,6       1,16      2,060     2,67      64,560    80,700    4,0       3,0       4,0       UNDEF     
13,77     1,90      0,022     0,898     3,6       1,15      2,077     2,66      65,180    81,470    4,0       3,0       4,0       UNDEF     
13,78     1,90      0,022     0,902     3,7       1,15      2,081     2,66      65,330    81,660    4,0       3,0       4,0       UNDEF     
13,79     1,91      0,022     0,908     3,6       1,15      2,094     2,66      65,780    82,230    4,0       3,0       4,0       UNDEF     
13,80     1,92      0,022     0,907     3,7       1,15      2,098     2,66      65,930    82,410    4,0       3,0       4,0       UNDEF     
13,81     1,92      0,022     0,904     3,7       1,15      2,097     2,66      65,920    82,400    4,0       3,0       4,0       UNDEF     
13,82     1,90      0,022     0,903     3,7       1,16      2,082     2,67      65,290    81,620    4,0       3,0       4,0       UNDEF     
13,83     1,88      0,022     0,903     3,7       1,18      2,062     2,68      64,510    80,630    4,0       3,0       4,0       UNDEF     
13,84     1,87      0,023     0,903     3,7       1,20      2,052     2,68      64,110    80,140    4,0       3,0       4,0       UNDEF     
13,85     1,87      0,023     0,903     3,6       1,21      2,050     2,69      64,010    80,010    4,0       3,0       4,0       UNDEF     
13,86     1,87      0,023     0,904     3,6       1,21      2,050     2,69      64,000    80,000    4,0       3,0       4,0       UNDEF     
13,87     1,87      0,023     0,905     3,6       1,21      2,051     2,69      64,000    80,000    4,0       3,0       4,0       UNDEF     
13,88     1,87      0,023     0,911     3,7       1,21      2,052     2,69      64,000    80,000    4,0       3,0       4,0       UNDEF     
13,89     1,87      0,023     0,914     3,7       1,21      2,053     2,69      63,990    79,990    4,0       3,0       4,0       UNDEF     
13,90     1,88      0,023     0,923     3,6       1,21      2,066     2,68      64,450    80,560    4,0       3,0       4,0       UNDEF     
13,91     1,89      0,023     0,927     3,7       1,19      2,071     2,68      64,600    80,750    4,0       3,0       4,0       UNDEF     
13,92     1,90      0,023     0,929     3,6       1,19      2,083     2,68      65,060    81,320    4,0       3,0       4,0       UNDEF     
13,93     1,89      0,023     0,927     3,7       1,19      2,075     2,68      64,740    80,920    4,0       3,0       4,0       UNDEF     
13,94     1,89      0,023     0,929     3,7       1,18      2,077     2,68      64,830    81,030    4,0       3,0       4,0       UNDEF     
13,95     1,89      0,023     0,937     3,6       1,18      2,082     2,68      64,920    81,150    4,0       3,0       4,0       UNDEF     
13,96     1,90      0,023     0,938     3,6       1,18      2,086     2,68      65,100    81,380    4,0       3,0       4,0       UNDEF     
13,97     1,91      0,023     0,945     3,7       1,18      2,098     2,67      65,480    81,850    4,0       3,0       4,0       UNDEF     
13,98     1,93      0,023     0,969     3,7       1,18      2,122     2,67      66,250    82,810    4,0       3,0       4,0       UNDEF     
13,99     1,92      0,023     0,974     3,6       1,19      2,119     2,67      66,090    82,610    4,0       3,0       4,0       UNDEF     
14,00     1,94      0,023     0,984     3,7       1,21      2,140     2,67      66,860    83,570    4,0       3,0       4,0       UNDEF     
14,01     1,96      0,023     0,989     3,6       1,21      2,153     2,66      67,310    84,140    4,0       3,0       4,0       UNDEF     
14,02     1,96      0,023     0,994     3,7       1,21      2,158     2,66      67,460    84,330    4,0       3,0       4,0       UNDEF     
14,03     1,96      0,023     0,995     3,8       1,21      2,162     2,66      67,610    84,510    4,0       3,0       4,0       UNDEF     
14,04     1,94      0,023     0,979     3,6       1,21      2,132     2,67      66,510    83,140    4,0       3,0       4,0       UNDEF     
14,05     1,91      0,024     0,978     3,7       1,22      2,108     2,68      65,570    81,970    4,0       3,0       4,0       UNDEF     
14,06     1,90      0,024     0,978     3,7       1,22      2,100     2,68      65,250    81,570    4,0       3,0       4,0       UNDEF     
14,07     1,90      0,024     0,978     3,7       1,24      2,100     2,69      65,220    81,520    4,0       3,0       4,0       UNDEF     
14,08     1,90      0,025     0,978     3,7       1,26      2,100     2,69      65,210    81,510    4,0       3,0       4,0       UNDEF     
14,09     1,90      0,026     0,978     3,7       1,31      2,100     2,70      65,210    81,510    4,0       3,0       4,0       UNDEF     
14,10     1,90      0,026     0,980     3,7       1,34      2,100     2,71      65,210    81,510    4,0       3,0       4,0       UNDEF     
14,11     1,90      0,027     0,997     3,7       1,35      2,104     2,71      65,220    81,520    4,0       3,0       4,0       UNDEF     
14,12     1,91      0,028     1,017     3,7       1,41      2,116     2,72      65,520    81,900    4,0       3,0       4,0       UNDEF     
14,13     1,95      0,029     1,038     3,7       1,43      2,159     2,71      67,060    83,830    4,0       3,0       4,0       UNDEF     
14,14     2,01      0,029     1,065     3,7       1,45      2,223     2,69      69,390    86,730    4,0       3,0       4,0       UNDEF     
14,15     2,04      0,030     1,078     3,7       1,47      2,256     2,69      70,620    88,270    4,0       3,0       4,0       UNDEF     
14,16     2,06      0,030     1,084     3,7       1,49      2,273     2,69      71,230    89,040    4,0       3,0       4,0       UNDEF     
14,17     2,07      0,031     1,087     3,7       1,52      2,285     2,69      71,690    89,610    4,0       3,0       4,0       UNDEF     
14,18     2,08      0,032     1,092     3,8       1,53      2,294     2,69      71,990    89,990    4,0       3,0       4,0       UNDEF     
14,19     2,10      0,033     1,108     3,8       1,57      2,320     2,69      72,920    91,150    4,0       3,0       4,0       UNDEF     
14,20     2,11      0,034     1,115     3,8       1,63      2,330     2,70      73,220    91,530    4,0       3,0       4,0       UNDEF     
14,21     2,12      0,036     1,121     3,7       1,70      2,343     2,71      73,680    92,100    4,0       3,0       4,0       UNDEF     
14,22     2,13      0,036     1,132     3,7       1,72      2,352     2,71      73,980    92,480    4,0       3,0       4,0       UNDEF     
14,23     2,14      0,037     1,140     3,8       1,73      2,370     2,71      74,590    93,240    4,0       3,0       4,0       UNDEF     
14,24     2,15      0,037     1,149     3,7       1,72      2,383     2,71      75,050    93,810    4,0       3,0       4,0       UNDEF     
14,25     2,17      0,037     1,159     3,8       1,71      2,404     2,70      75,820    94,780    4,0       3,0       4,0       UNDEF     
14,26     2,17      0,037     1,160     3,7       1,70      2,405     2,70      75,810    94,770    4,0       3,0       4,0       UNDEF     
14,27     2,17      0,037     1,162     3,8       1,67      2,405     2,70      75,810    94,760    4,0       3,0       4,0       UNDEF     
14,28     2,17      0,037     1,161     3,7       1,67      2,405     2,70      75,810    94,760    4,0       3,0       4,0       UNDEF     
14,29     2,17      0,037     1,161     3,7       1,67      2,405     2,70      75,810    94,760    4,0       3,0       4,0       UNDEF     
14,30     2,18      0,037     1,161     3,8       1,67      2,410     2,70      75,970    94,970    4,0       3,0       4,0       UNDEF     
14,31     2,19      0,037     1,162     3,8       1,67      2,423     2,70      76,470    95,590    4,0       3,0       4,0       UNDEF     
14,32     2,22      0,037     1,173     3,7       1,66      2,452     2,69      77,550    96,940    4,0       3,0       4,0       UNDEF     
14,33     2,27      0,037     1,220     3,8       1,66      2,518     2,68      79,790    99,740    4,0       3,0       4,0       UNDEF     
14,34     2,27      0,037     1,201     3,8       1,66      2,506     2,68      79,480    99,350    4,0       3,0       4,0       UNDEF     
14,35     2,56      0,037     1,377     3,8       1,66      2,840     2,59      91,430    114,300   4,0       3,0       4,0       UNDEF     
14,36     2,62      0,037     1,322     3,8       1,66      2,880     2,59      93,440    116,800   4,0       3,0       4,0       UNDEF     
14,37     2,34      0,037     1,275     3,8       1,66      2,598     2,66      82,560    103,200   4,0       3,0       4,0       UNDEF     
14,38     2,30      0,037     1,228     3,8       1,67      2,550     2,67      81,000    101,200   4,0       3,0       4,0       UNDEF     
14,39     2,27      0,037     1,229     3,7       1,67      2,512     2,68      79,440    99,300    4,0       3,0       4,0       UNDEF     
14,40     2,25      0,037     1,217     3,8       1,67      2,494     2,68      78,810    98,510    4,0       3,0       4,0       UNDEF     
14,41     2,23      0,037     1,212     3,8       1,67      2,477     2,69      78,180    97,720    4,0       3,0       4,0       UNDEF     
14,42     2,22      0,037     1,204     3,8       1,68      2,456     2,69      77,390    96,740    4,0       3,0       4,0       UNDEF     
14,43     2,16      0,037     1,200     3,7       1,68      2,405     2,71      75,370    94,210    4,0       3,0       4,0       UNDEF     
14,44     2,14      0,037     1,200     3,8       1,68      2,375     2,71      74,160    92,700    4,0       3,0       4,0       UNDEF     
14,45     2,13      0,035     1,201     3,8       1,62      2,369     2,71      73,890    92,360    4,0       3,0       4,0       UNDEF     
14,46     2,13      0,035     1,201     3,8       1,62      2,365     2,70      73,760    92,200    4,0       3,0       4,0       UNDEF     
14,47     2,12      0,033     1,201     3,8       1,58      2,362     2,70      73,630    92,030    4,0       3,0       4,0       UNDEF     
14,48     2,13      0,032     1,217     3,8       1,55      2,373     2,69      73,930    92,410    4,0       3,0       4,0       UNDEF     
14,49     2,10      0,032     1,202     3,8       1,54      2,343     2,69      72,830    91,040    4,0       3,0       4,0       UNDEF     
14,50     2,09      0,032     1,207     3,8       1,53      2,332     2,69      72,360    90,450    4,0       3,0       4,0       UNDEF     
14,51     2,08      0,030     1,210     3,7       1,48      2,318     2,69      71,730    89,660    4,0       3,0       4,0       UNDEF     
14,52     2,04      0,030     1,189     3,8       1,47      2,275     2,70      70,170    87,710    4,0       3,0       4,0       UNDEF     
14,53     2,00      0,028     1,178     3,7       1,40      2,237     2,70      68,760    85,950    4,0       3,0       4,0       UNDEF     
14,54     1,98      0,027     1,171     3,8       1,35      2,213     2,69      67,820    84,780    4,0       3,0       4,0       UNDEF     
14,55     1,95      0,026     1,160     3,7       1,33      2,183     2,70      66,730    83,410    4,0       3,0       4,0       UNDEF     
14,56     1,92      0,025     1,158     3,9       1,26      2,156     2,70      65,630    82,040    4,0       3,0       4,0       UNDEF     
14,57     1,91      0,024     1,157     3,8       1,21      2,139     2,69      64,970    81,210    4,0       3,0       4,0       UNDEF     
14,58     1,91      0,023     1,157     3,8       1,19      2,138     2,69      64,920    81,150    4,0       3,0       4,0       UNDEF     
14,59     1,91      0,023     1,157     3,8       1,19      2,138     2,69      64,890    81,120    4,0       3,0       4,0       UNDEF     
14,60     1,91      0,023     1,157     3,8       1,19      2,138     2,69      64,890    81,110    4,0       3,0       4,0       UNDEF     
14,61     1,91      0,023     1,158     3,8       1,20      2,138     2,69      64,880    81,100    4,0       3,0       4,0       UNDEF     
14,62     1,91      0,023     1,162     3,8       1,20      2,139     2,69      64,890    81,110    4,0       3,0       4,0       UNDEF     
14,63     1,91      0,023     1,160     3,8       1,21      2,141     2,69      64,960    81,200    4,0       3,0       4,0       UNDEF     
14,64     1,92      0,023     1,172     3,8       1,21      2,151     2,68      65,260    81,570    4,0       3,0       4,0       UNDEF     
14,65     1,92      0,023     1,170     3,9       1,22      2,150     2,68      65,250    81,560    4,0       3,0       4,0       UNDEF     
14,66     1,92      0,023     1,174     3,8       1,22      2,151     2,68      65,240    81,550    4,0       3,0       4,0       UNDEF     
14,67     1,91      0,023     1,170     3,8       1,24      2,147     2,69      65,080    81,350    4,0       3,0       4,0       UNDEF     
14,68     1,90      0,024     1,165     3,8       1,27      2,130     2,70      64,450    80,560    4,0       3,0       4,0       UNDEF     
14,69     1,89      0,027     1,163     3,8       1,43      2,122     2,73      64,130    80,160    4,0       3,0       4,0       UNDEF     
14,70     1,89      0,029     1,163     3,8       1,51      2,118     2,74      63,970    79,960    4,0       3,0       4,0       UNDEF     
14,71     1,86      0,029     1,137     3,8       1,55      2,089     2,76      63,030    78,780    4,0       3,0       4,0       UNDEF     
14,72     1,85      0,029     1,124     3,8       1,54      2,079     2,76      62,710    78,390    4,0       3,0       4,0       UNDEF     
14,73     1,84      0,029     1,124     3,8       1,53      2,065     2,77      62,160    77,700    4,0       3,0       4,0       UNDEF     
14,74     1,84      0,029     1,124     3,8       1,51      2,065     2,77      62,130    77,660    4,0       3,0       4,0       UNDEF     
14,75     1,84      0,029     1,124     3,8       1,48      2,065     2,77      62,130    77,660    4,0       3,0       4,0       UNDEF     
14,76     1,84      0,029     1,124     3,8       1,45      2,065     2,77      62,130    77,660    4,0       3,0       4,0       UNDEF     
14,77     1,85      0,029     1,126     3,8       1,43      2,074     2,77      62,450    78,060    4,0       3,0       4,0       UNDEF     
