Projekt-Nummer: 20250999
Projektname: Musterstraﬂe
Versuchs-Nummer: CPTU 1
Kundenname: -
Ort: Musterhausen
Datum: 29.03.2025
Konus-Nummer: xxxxxx.Sxxxxx
Gel‰ndekante: 0,00
Wasserspiegel: 0,00
Vorbohrwerte: 0,00
E Coordinate: 0,000
N Coordinate: 0,000

Tiefe     qc        fs        u2        I         Rf        qt        ic        Su_min    Su_max    soilfr    soilbq    soilavg   IFA       
          [MPa]     [MPa]     [MPa]     [∞]       [%]       [MPa]               [kPa]     [kPa]                                   [∞]       

3,41      2,18      0,062     0,225     1,4       2,61      2,225     2,30      UNDEF     UNDEF     5,0       6,0       6,0       38,820    
3,42      2,46      0,072     0,236     1,4       2,97      2,503     2,28      UNDEF     UNDEF     5,0       6,0       6,0       39,460    
3,43      2,52      0,077     0,236     1,5       3,12      2,569     2,28      UNDEF     UNDEF     5,0       6,0       6,0       39,590    
3,44      2,51      0,080     0,236     1,4       3,16      2,554     2,30      UNDEF     UNDEF     5,0       6,0       6,0       39,530    
3,45      2,55      0,080     0,237     1,4       3,10      2,593     2,29      UNDEF     UNDEF     5,0       6,0       6,0       39,600    
3,46      2,95      0,080     0,254     1,5       3,04      2,996     2,20      UNDEF     UNDEF     5,0       6,0       6,0       40,360    
3,47      2,98      0,080     0,258     1,4       2,97      3,036     2,19      UNDEF     UNDEF     5,0       6,0       6,0       40,420    
3,48      2,97      0,080     0,259     1,5       2,90      3,020     2,20      UNDEF     UNDEF     5,0       6,0       6,0       40,370    
3,49      2,97      0,080     0,258     1,5       2,84      3,018     2,20      UNDEF     UNDEF     5,0       6,0       6,0       40,350    
3,50      2,97      0,080     0,258     1,5       2,80      3,018     2,20      UNDEF     UNDEF     5,0       6,0       6,0       40,330    
3,51      2,97      0,080     0,258     1,5       2,78      3,018     2,20      UNDEF     UNDEF     5,0       6,0       6,0       40,320    
3,52      2,97      0,080     0,258     1,5       2,79      3,018     2,20      UNDEF     UNDEF     5,0       6,0       6,0       40,300    
3,53      2,98      0,078     0,258     1,5       2,74      3,030     2,19      UNDEF     UNDEF     5,0       6,0       6,0       40,300    
3,54      3,00      0,071     0,263     1,5       2,51      3,056     2,16      UNDEF     UNDEF     5,0       6,0       6,0       40,330    
3,55      3,13      0,063     0,272     1,5       2,24      3,186     2,09      UNDEF     UNDEF     5,0       6,0       6,0       40,540    
3,56      3,24      0,062     0,278     1,5       2,23      3,296     2,07      UNDEF     UNDEF     5,0       6,0       6,0       40,700    
3,57      3,25      0,060     0,280     1,5       2,22      3,304     2,06      UNDEF     UNDEF     5,0       6,0       6,0       40,700    
3,58      3,06      0,056     0,263     1,5       2,09      3,111     2,07      UNDEF     UNDEF     5,0       6,0       6,0       40,360    
3,59      2,83      0,051     0,249     1,5       1,95      2,883     2,10      UNDEF     UNDEF     5,0       6,0       6,0       39,930    
3,60      2,47      0,046     0,235     1,5       1,77      2,519     2,15      UNDEF     UNDEF     5,0       6,0       6,0       39,170    
3,61      2,27      0,041     0,229     1,5       1,61      2,319     2,17      UNDEF     UNDEF     5,0       6,0       6,0       38,690    
3,62      2,16      0,034     0,229     1,5       1,39      2,203     2,15      UNDEF     UNDEF     5,0       6,0       6,0       38,370    
3,63      2,10      0,032     0,228     1,5       1,31      2,148     2,15      UNDEF     UNDEF     5,0       6,0       6,0       38,210    
3,64      2,09      0,032     0,228     1,5       1,33      2,135     2,15      UNDEF     UNDEF     5,0       6,0       6,0       38,160    
3,65      2,08      0,031     0,228     1,4       1,35      2,121     2,15      UNDEF     UNDEF     5,0       6,0       6,0       38,100    
3,66      2,08      0,031     0,229     1,5       1,36      2,121     2,15      UNDEF     UNDEF     5,0       6,0       6,0       38,080    
3,67      2,07      0,027     0,229     1,5       1,25      2,114     2,12      UNDEF     UNDEF     5,0       6,0       6,0       38,040    
3,68      2,06      0,024     0,229     1,5       1,14      2,106     2,09      UNDEF     UNDEF     5,0       6,0       6,0       38,000    
3,69      2,05      0,020     0,230     1,5       0,97      2,094     2,04      UNDEF     UNDEF     6,0       6,0       6,0       37,950    
3,70      2,04      0,020     0,230     1,6       0,98      2,091     2,04      UNDEF     UNDEF     6,0       6,0       6,0       37,920    
3,71      2,04      0,020     0,230     1,6       0,99      2,087     2,04      UNDEF     UNDEF     6,0       6,0       6,0       37,890    
3,72      2,02      0,020     0,229     1,6       0,99      2,067     2,05      UNDEF     UNDEF     6,0       6,0       6,0       37,820    
3,73      2,00      0,020     0,228     1,6       1,00      2,044     2,06      UNDEF     UNDEF     5,0       6,0       6,0       37,730    
3,74      1,98      0,020     0,227     1,5       1,01      2,028     2,07      UNDEF     UNDEF     5,0       6,0       6,0       37,670    
3,75      1,97      0,020     0,226     1,5       1,01      2,012     2,07      UNDEF     UNDEF     5,0       6,0       6,0       37,600    
3,76      1,93      0,020     0,225     1,5       1,02      1,973     2,09      UNDEF     UNDEF     5,0       6,0       6,0       37,470    
3,77      1,91      0,020     0,224     1,6       1,04      1,953     2,10      UNDEF     UNDEF     5,0       6,0       6,0       37,390    
3,78      1,90      0,021     0,223     1,5       1,07      1,942     2,11      UNDEF     UNDEF     5,0       6,0       6,0       37,340    
3,79      1,86      0,022     0,222     1,5       1,12      1,906     2,13      UNDEF     UNDEF     5,0       6,0       6,0       37,210    
3,80      1,85      0,023     0,221     1,6       1,18      1,899     2,15      UNDEF     UNDEF     5,0       6,0       6,0       37,170    
3,81      1,85      0,024     0,221     1,6       1,23      1,897     2,16      UNDEF     UNDEF     5,0       6,0       6,0       37,140    
3,82      1,85      0,024     0,221     1,6       1,27      1,896     2,17      UNDEF     UNDEF     5,0       6,0       6,0       37,130    
3,83      1,85      0,024     0,221     1,6       1,28      1,896     2,17      UNDEF     UNDEF     5,0       6,0       6,0       37,110    
3,84      1,85      0,024     0,221     1,6       1,28      1,897     2,17      UNDEF     UNDEF     5,0       6,0       6,0       37,090    
3,85      1,85      0,024     0,221     1,6       1,28      1,898     2,17      UNDEF     UNDEF     5,0       6,0       6,0       37,080    
3,86      1,86      0,024     0,222     1,6       1,29      1,900     2,18      UNDEF     UNDEF     5,0       6,0       6,0       37,060    
3,87      1,86      0,024     0,223     1,6       1,29      1,909     2,17      UNDEF     UNDEF     5,0       6,0       6,0       37,070    
3,88      1,90      0,024     0,225     1,6       1,30      1,942     2,16      UNDEF     UNDEF     5,0       6,0       6,0       37,150    
3,89      2,07      0,023     0,233     1,5       1,24      2,114     2,10      UNDEF     UNDEF     5,0       6,0       6,0       37,640    
3,90      1,99      0,023     0,230     1,6       1,22      2,040     2,12      UNDEF     UNDEF     5,0       6,0       6,0       37,410    
3,91      1,98      0,022     0,230     1,6       1,20      2,024     2,12      UNDEF     UNDEF     5,0       6,0       6,0       37,340    
3,92      1,88      0,022     0,227     1,7       1,20      1,923     2,15      UNDEF     UNDEF     5,0       6,0       6,0       37,020    
3,93      1,87      0,022     0,227     1,6       1,20      1,911     2,15      UNDEF     UNDEF     5,0       6,0       6,0       36,970    
3,94      1,85      0,022     0,225     1,6       1,20      1,899     2,16      UNDEF     UNDEF     5,0       6,0       6,0       36,910    
3,95      1,78      0,022     0,222     1,6       1,20      1,829     2,18      UNDEF     UNDEF     5,0       6,0       6,0       36,670    
3,96      1,75      0,022     0,221     1,6       1,21      1,794     2,19      UNDEF     UNDEF     5,0       6,0       6,0       36,530    
3,97      1,73      0,022     0,220     1,6       1,22      1,774     2,20      UNDEF     UNDEF     5,0       6,0       6,0       36,450    
3,98      1,72      0,022     0,220     1,5       1,22      1,762     2,21      UNDEF     UNDEF     5,0       6,0       6,0       36,390    
3,99      1,71      0,022     0,220     1,6       1,24      1,759     2,21      UNDEF     UNDEF     5,0       5,0       5,0       36,360    
4,00      1,71      0,022     0,220     1,6       1,25      1,755     2,21      UNDEF     UNDEF     5,0       5,0       5,0       36,330    
4,01      1,70      0,022     0,219     1,6       1,27      1,747     2,22      UNDEF     UNDEF     5,0       5,0       5,0       36,280    
4,02      1,70      0,022     0,219     1,6       1,30      1,739     2,23      UNDEF     UNDEF     5,0       5,0       5,0       36,240    
4,03      1,69      0,022     0,219     1,6       1,30      1,738     2,23      UNDEF     UNDEF     5,0       5,0       5,0       36,220    
4,04      1,69      0,023     0,219     1,6       1,33      1,738     2,23      UNDEF     UNDEF     5,0       5,0       5,0       36,200    
4,05      1,69      0,023     0,219     1,6       1,35      1,738     2,24      UNDEF     UNDEF     5,0       5,0       5,0       36,180    
4,06      1,69      0,023     0,219     1,6       1,35      1,738     2,24      UNDEF     UNDEF     5,0       5,0       5,0       36,170    
4,07      1,70      0,024     0,220     1,6       1,38      1,739     2,25      UNDEF     UNDEF     5,0       5,0       5,0       36,150    
4,08      1,70      0,025     0,221     1,6       1,48      1,743     2,27      UNDEF     UNDEF     5,0       5,0       5,0       36,150    
4,09      1,72      0,028     0,221     1,6       1,62      1,763     2,29      UNDEF     UNDEF     5,0       5,0       5,0       36,200    
4,10      1,71      0,030     0,221     1,6       1,72      1,751     2,31      UNDEF     UNDEF     5,0       5,0       5,0       36,140    
4,11      1,71      0,030     0,221     1,6       1,73      1,755     2,31      UNDEF     UNDEF     5,0       5,0       5,0       36,140    
4,12      1,71      0,031     0,221     1,7       1,73      1,755     2,32      UNDEF     UNDEF     5,0       5,0       5,0       36,120    
4,13      1,71      0,031     0,223     1,6       1,71      1,759     2,32      UNDEF     UNDEF     5,0       5,0       5,0       36,110    
4,14      1,75      0,031     0,225     1,7       1,71      1,798     2,31      UNDEF     UNDEF     5,0       5,0       5,0       36,230    
4,15      1,76      0,032     0,226     1,7       1,72      1,806     2,31      UNDEF     UNDEF     5,0       5,0       5,0       36,240    
4,16      1,78      0,032     0,228     1,7       1,74      1,830     2,31      UNDEF     UNDEF     5,0       5,0       5,0       36,300    
4,17      1,82      0,034     0,230     1,7       1,81      1,869     2,31      UNDEF     UNDEF     5,0       6,0       6,0       36,410    
4,18      1,88      0,037     0,234     1,7       1,96      1,928     2,32      UNDEF     UNDEF     5,0       6,0       6,0       36,580    
4,19      1,95      0,037     0,238     1,6       1,96      1,995     2,30      UNDEF     UNDEF     5,0       6,0       6,0       36,770    
4,20      2,02      0,037     0,243     1,7       1,95      2,070     2,27      UNDEF     UNDEF     5,0       6,0       6,0       36,970    
4,21      2,07      0,037     0,247     1,7       1,94      2,117     2,26      UNDEF     UNDEF     5,0       6,0       6,0       37,090    
4,22      2,05      0,037     0,248     1,7       1,93      2,102     2,27      UNDEF     UNDEF     5,0       6,0       6,0       37,030    
4,23      2,05      0,038     0,248     1,6       1,93      2,098     2,27      UNDEF     UNDEF     5,0       6,0       6,0       37,000    
4,24      2,04      0,038     0,248     1,7       1,93      2,090     2,28      UNDEF     UNDEF     5,0       6,0       6,0       36,960    
4,25      2,03      0,038     0,248     1,7       1,93      2,083     2,28      UNDEF     UNDEF     5,0       6,0       6,0       36,920    
4,26      2,04      0,038     0,247     1,7       1,92      2,094     2,28      UNDEF     UNDEF     5,0       6,0       6,0       36,940    
4,27      2,00      0,038     0,246     1,7       1,92      2,051     2,29      UNDEF     UNDEF     5,0       6,0       6,0       36,800    
4,28      1,96      0,038     0,246     1,7       1,92      2,008     2,31      UNDEF     UNDEF     5,0       6,0       6,0       36,650    
4,29      1,94      0,038     0,246     1,6       1,92      1,989     2,31      UNDEF     UNDEF     5,0       6,0       6,0       36,580    
4,30      1,93      0,038     0,246     1,7       1,92      1,979     2,32      UNDEF     UNDEF     5,0       6,0       6,0       36,530    
4,31      1,93      0,037     0,246     1,7       1,90      1,977     2,32      UNDEF     UNDEF     5,0       6,0       6,0       36,510    
4,32      1,93      0,036     0,246     1,7       1,84      1,976     2,31      UNDEF     UNDEF     5,0       6,0       6,0       36,490    
4,33      1,93      0,034     0,246     1,7       1,75      1,976     2,29      UNDEF     UNDEF     5,0       6,0       6,0       36,470    
4,34      1,93      0,033     0,246     1,7       1,71      1,979     2,29      UNDEF     UNDEF     5,0       6,0       6,0       36,470    
4,35      1,93      0,033     0,247     1,7       1,69      1,981     2,28      UNDEF     UNDEF     5,0       6,0       6,0       36,460    
4,36      1,93      0,033     0,248     1,6       1,68      1,980     2,28      UNDEF     UNDEF     5,0       6,0       6,0       36,440    
4,37      1,93      0,033     0,248     1,7       1,67      1,981     2,29      UNDEF     UNDEF     5,0       6,0       6,0       36,420    
4,38      1,93      0,033     0,249     1,7       1,66      1,982     2,29      UNDEF     UNDEF     5,0       6,0       6,0       36,410    
4,39      1,94      0,033     0,251     1,7       1,67      1,986     2,29      UNDEF     UNDEF     5,0       5,0       5,0       36,410    
4,40      1,94      0,034     0,251     1,7       1,69      1,994     2,30      UNDEF     UNDEF     5,0       6,0       6,0       36,410    
4,41      1,94      0,035     0,251     1,7       1,69      1,995     2,30      UNDEF     UNDEF     5,0       5,0       5,0       36,400    
4,42      1,95      0,037     0,251     1,7       1,80      1,996     2,32      UNDEF     UNDEF     5,0       5,0       5,0       36,390    
4,43      1,97      0,043     0,251     1,7       2,04      2,017     2,35      UNDEF     UNDEF     5,0       6,0       6,0       36,440    
4,44      2,01      0,043     0,251     1,7       2,04      2,063     2,34      UNDEF     UNDEF     5,0       6,0       6,0       36,560    
4,45      2,10      0,043     0,253     1,7       2,02      2,155     2,32      UNDEF     UNDEF     5,0       6,0       6,0       36,810    
4,46      2,29      0,045     0,287     1,7       2,06      2,347     2,27      UNDEF     UNDEF     5,0       6,0       6,0       37,290    
4,47      2,28      0,045     0,289     1,7       2,04      2,339     2,28      UNDEF     UNDEF     5,0       6,0       6,0       37,250    
4,48      2,33      0,045     0,291     1,7       2,02      2,386     2,26      UNDEF     UNDEF     5,0       6,0       6,0       37,360    
4,49      2,37      0,045     0,300     1,7       2,01      2,435     2,25      UNDEF     UNDEF     5,0       6,0       6,0       37,460    
4,50      2,42      0,045     0,302     1,7       1,99      2,482     2,24      UNDEF     UNDEF     5,0       6,0       6,0       37,550    
4,51      2,39      0,046     0,301     1,7       1,99      2,450     2,26      UNDEF     UNDEF     5,0       6,0       6,0       37,470    
4,52      2,37      0,046     0,301     1,7       1,96      2,426     2,26      UNDEF     UNDEF     5,0       6,0       6,0       37,390    
4,53      2,37      0,046     0,301     1,7       1,95      2,426     2,27      UNDEF     UNDEF     5,0       6,0       6,0       37,380    
4,54      2,37      0,046     0,302     1,7       1,92      2,426     2,27      UNDEF     UNDEF     5,0       6,0       6,0       37,360    
4,55      2,37      0,048     0,303     1,7       1,98      2,426     2,28      UNDEF     UNDEF     5,0       6,0       6,0       37,350    
4,56      2,37      0,047     0,307     1,7       1,89      2,427     2,27      UNDEF     UNDEF     5,0       6,0       6,0       37,330    
4,57      2,37      0,051     0,311     1,7       2,04      2,433     2,30      UNDEF     UNDEF     5,0       6,0       6,0       37,330    
4,58      2,47      0,052     0,323     1,7       2,04      2,532     2,28      UNDEF     UNDEF     5,0       6,0       6,0       37,550    
4,59      2,56      0,053     0,316     1,7       2,00      2,628     2,26      UNDEF     UNDEF     5,0       6,0       6,0       37,760    
4,60      2,52      0,053     0,317     1,7       1,97      2,580     2,27      UNDEF     UNDEF     5,0       6,0       6,0       37,630    
4,61      2,53      0,053     0,318     1,8       1,94      2,593     2,27      UNDEF     UNDEF     5,0       6,0       6,0       37,650    
4,62      2,54      0,054     0,324     1,7       1,91      2,606     2,27      UNDEF     UNDEF     5,0       6,0       6,0       37,660    
4,63      2,68      0,055     0,331     1,8       1,92      2,747     2,25      UNDEF     UNDEF     5,0       6,0       6,0       37,950    
4,64      2,81      0,058     0,337     1,8       1,98      2,873     2,24      UNDEF     UNDEF     5,0       6,0       6,0       38,200    
4,65      2,94      0,063     0,345     1,8       2,13      3,007     2,23      UNDEF     UNDEF     5,0       6,0       6,0       38,440    
4,66      3,03      0,068     0,349     1,9       2,29      3,097     2,24      UNDEF     UNDEF     5,0       6,0       6,0       38,600    
4,67      3,16      0,071     0,365     1,8       2,37      3,236     2,22      UNDEF     UNDEF     5,0       6,0       6,0       38,830    
4,68      3,53      0,071     0,395     1,8       2,37      3,611     2,16      UNDEF     UNDEF     5,0       6,0       6,0       39,430    
4,69      3,65      0,071     0,402     1,8       2,37      3,732     2,14      UNDEF     UNDEF     5,0       6,0       6,0       39,600    
4,70      3,67      0,071     0,402     1,8       2,36      3,752     2,14      UNDEF     UNDEF     5,0       6,0       6,0       39,610    
4,71      3,65      0,071     0,393     1,7       2,36      3,727     2,14      UNDEF     UNDEF     5,0       6,0       6,0       39,570    
4,72      3,45      0,071     0,375     1,8       2,35      3,521     2,18      UNDEF     UNDEF     5,0       6,0       6,0       39,240    
4,73      3,36      0,071     0,369     1,8       2,34      3,435     2,19      UNDEF     UNDEF     5,0       6,0       6,0       39,090    
4,74      2,95      0,070     0,358     1,9       2,33      3,017     2,27      UNDEF     UNDEF     5,0       6,0       6,0       38,340    
4,75      2,79      0,071     0,352     1,9       2,37      2,864     2,31      UNDEF     UNDEF     5,0       6,0       6,0       38,030    
4,76      2,69      0,070     0,349     1,9       2,36      2,759     2,32      UNDEF     UNDEF     5,0       6,0       6,0       37,800    
4,77      2,70      0,066     0,349     1,9       2,29      2,774     2,31      UNDEF     UNDEF     5,0       6,0       6,0       37,820    
4,78      2,69      0,065     0,349     1,8       2,28      2,755     2,31      UNDEF     UNDEF     5,0       6,0       6,0       37,770    
4,79      2,65      0,065     0,349     1,9       2,34      2,720     2,31      UNDEF     UNDEF     5,0       6,0       6,0       37,680    
4,80      2,63      0,064     0,349     1,8       2,38      2,697     2,32      UNDEF     UNDEF     5,0       6,0       6,0       37,620    
4,81      2,69      0,061     0,349     1,9       2,33      2,755     2,29      UNDEF     UNDEF     5,0       6,0       6,0       37,730    
4,82      2,59      0,057     0,342     1,9       2,23      2,656     2,29      UNDEF     UNDEF     5,0       6,0       6,0       37,500    
4,83      2,48      0,053     0,334     1,9       2,13      2,550     2,30      UNDEF     UNDEF     5,0       6,0       6,0       37,250    
4,84      2,39      0,050     0,328     1,9       2,01      2,460     2,30      UNDEF     UNDEF     5,0       6,0       6,0       37,030    
4,85      2,29      0,048     0,327     1,8       1,95      2,358     2,32      UNDEF     UNDEF     5,0       5,0       5,0       36,760    
4,86      2,29      0,048     0,327     1,9       1,96      2,351     2,32      UNDEF     UNDEF     5,0       5,0       5,0       36,730    
4,87      2,28      0,048     0,327     1,9       1,97      2,349     2,32      UNDEF     UNDEF     5,0       5,0       5,0       36,710    
4,88      2,28      0,046     0,328     1,9       1,92      2,348     2,31      UNDEF     UNDEF     5,0       5,0       5,0       36,690    
4,89      2,28      0,043     0,328     2,0       1,82      2,348     2,30      UNDEF     UNDEF     5,0       5,0       5,0       36,680    
4,90      2,28      0,041     0,330     1,9       1,75      2,350     2,28      UNDEF     UNDEF     5,0       5,0       5,0       36,670    
4,91      2,29      0,038     0,334     1,9       1,65      2,352     2,26      UNDEF     UNDEF     5,0       5,0       5,0       36,660    
4,92      2,33      0,032     0,339     1,9       1,44      2,400     2,21      UNDEF     UNDEF     5,0       5,0       5,0       36,760    
4,93      2,38      0,031     0,343     1,9       1,38      2,451     2,18      UNDEF     UNDEF     5,0       5,0       5,0       36,870    
4,94      2,44      0,030     0,345     1,9       1,33      2,506     2,16      UNDEF     UNDEF     5,0       6,0       6,0       36,990    
4,95      2,37      0,029     0,334     1,9       1,33      2,437     2,17      UNDEF     UNDEF     5,0       5,0       5,0       36,820    
4,96      2,25      0,028     0,326     1,9       1,28      2,316     2,19      UNDEF     UNDEF     5,0       5,0       5,0       36,490    
4,97      2,13      0,028     0,322     2,0       1,29      2,190     2,23      UNDEF     UNDEF     5,0       5,0       5,0       36,140    
4,98      2,07      0,026     0,320     1,9       1,23      2,132     2,23      UNDEF     UNDEF     5,0       5,0       5,0       35,960    
4,99      2,04      0,026     0,319     1,9       1,23      2,101     2,24      UNDEF     UNDEF     5,0       5,0       5,0       35,860    
5,00      2,02      0,026     0,319     1,9       1,24      2,081     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,780    
5,01      2,00      0,026     0,319     2,0       1,24      2,066     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,720    
5,02      2,00      0,026     0,319     1,9       1,25      2,060     2,26      UNDEF     UNDEF     5,0       5,0       5,0       35,690    
5,03      1,99      0,026     0,319     1,9       1,26      2,057     2,26      UNDEF     UNDEF     5,0       5,0       5,0       35,670    
5,04      1,99      0,026     0,319     1,9       1,27      2,057     2,26      UNDEF     UNDEF     5,0       5,0       5,0       35,660    
5,05      1,99      0,026     0,319     1,9       1,28      2,057     2,26      UNDEF     UNDEF     5,0       5,0       5,0       35,640    
5,06      1,99      0,026     0,320     2,0       1,29      2,057     2,26      UNDEF     UNDEF     5,0       5,0       5,0       35,630    
5,07      1,99      0,026     0,323     1,9       1,29      2,059     2,26      UNDEF     UNDEF     5,0       5,0       5,0       35,620    
5,08      2,03      0,026     0,324     1,9       1,29      2,098     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,720    
5,09      2,00      0,026     0,323     2,0       1,27      2,068     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,620    
5,10      2,00      0,025     0,323     2,0       1,23      2,061     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,580    
5,11      2,00      0,025     0,323     2,0       1,21      2,060     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,570    
5,12      2,00      0,024     0,323     1,9       1,20      2,060     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,550    
5,13      2,00      0,024     0,324     1,9       1,18      2,060     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,540    
5,14      2,00      0,024     0,324     2,0       1,18      2,061     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,530    
5,15      2,00      0,024     0,326     2,0       1,17      2,063     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,520    
5,16      2,00      0,024     0,328     2,0       1,17      2,067     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,520    
5,17      2,08      0,025     0,328     2,0       1,22      2,143     2,24      UNDEF     UNDEF     5,0       5,0       5,0       35,730    
5,18      2,15      0,026     0,329     2,0       1,26      2,219     2,22      UNDEF     UNDEF     5,0       5,0       5,0       35,930    
5,19      2,10      0,026     0,336     2,0       1,26      2,162     2,24      UNDEF     UNDEF     5,0       5,0       5,0       35,750    
5,20      2,15      0,027     0,340     2,0       1,27      2,221     2,23      UNDEF     UNDEF     5,0       5,0       5,0       35,900    
5,21      2,18      0,027     0,355     2,0       1,27      2,255     2,22      UNDEF     UNDEF     5,0       5,0       5,0       35,980    
5,22      2,39      0,027     0,362     2,0       1,29      2,459     2,17      UNDEF     UNDEF     5,0       5,0       5,0       36,490    
5,23      2,20      0,027     0,356     2,0       1,29      2,271     2,22      UNDEF     UNDEF     5,0       5,0       5,0       35,990    
5,24      2,18      0,028     0,349     2,1       1,30      2,250     2,23      UNDEF     UNDEF     5,0       5,0       5,0       35,930    
5,25      2,12      0,029     0,348     2,0       1,36      2,194     2,26      UNDEF     UNDEF     5,0       5,0       5,0       35,760    
5,26      2,12      0,029     0,347     2,0       1,33      2,188     2,26      UNDEF     UNDEF     5,0       5,0       5,0       35,730    
5,27      2,12      0,030     0,347     2,0       1,40      2,188     2,28      UNDEF     UNDEF     5,0       5,0       5,0       35,710    
5,28      2,12      0,033     0,347     2,0       1,51      2,188     2,30      UNDEF     UNDEF     5,0       5,0       5,0       35,700    
5,29      2,12      0,033     0,347     2,0       1,54      2,188     2,30      UNDEF     UNDEF     5,0       5,0       5,0       35,690    
5,30      2,12      0,034     0,348     2,0       1,57      2,188     2,31      UNDEF     UNDEF     5,0       5,0       5,0       35,670    
5,31      2,12      0,035     0,350     2,0       1,58      2,188     2,32      UNDEF     UNDEF     5,0       5,0       5,0       35,660    
5,32      2,14      0,035     0,352     2,0       1,60      2,208     2,31      UNDEF     UNDEF     5,0       5,0       5,0       35,700    
5,33      2,16      0,037     0,354     2,0       1,68      2,232     2,32      UNDEF     UNDEF     5,0       5,0       5,0       35,750    
5,34      2,18      0,037     0,355     2,0       1,68      2,248     2,32      UNDEF     UNDEF     5,0       5,0       5,0       35,780    
5,35      2,16      0,038     0,356     2,0       1,66      2,236     2,33      UNDEF     UNDEF     5,0       5,0       5,0       35,740    
5,36      2,17      0,038     0,356     2,0       1,64      2,244     2,33      UNDEF     UNDEF     5,0       5,0       5,0       35,750    
5,37      2,18      0,038     0,360     2,0       1,62      2,252     2,33      UNDEF     UNDEF     5,0       5,0       5,0       35,760    
5,38      2,24      0,039     0,365     2,0       1,66      2,312     2,32      UNDEF     UNDEF     5,0       5,0       5,0       35,900    
5,39      2,30      0,041     0,371     2,0       1,71      2,371     2,32      UNDEF     UNDEF     5,0       5,0       5,0       36,040    
5,40      2,39      0,044     0,383     2,0       1,84      2,471     2,31      UNDEF     UNDEF     5,0       5,0       5,0       36,280    
5,41      2,46      0,046     0,387     2,0       1,88      2,541     2,30      UNDEF     UNDEF     5,0       5,0       5,0       36,440    
5,42      2,50      0,046     0,395     2,0       1,88      2,578     2,30      UNDEF     UNDEF     5,0       5,0       5,0       36,510    
5,43      2,65      0,046     0,410     2,0       1,88      2,736     2,26      UNDEF     UNDEF     5,0       5,0       5,0       36,850    
5,44      2,79      0,046     0,414     2,0       1,87      2,873     2,23      UNDEF     UNDEF     5,0       6,0       6,0       37,130    
5,45      2,74      0,046     0,420     2,0       1,87      2,827     2,24      UNDEF     UNDEF     5,0       5,0       5,0       37,020    
5,46      2,82      0,046     0,427     2,0       1,87      2,903     2,23      UNDEF     UNDEF     5,0       5,0       5,0       37,160    
5,47      2,74      0,046     0,428     2,0       1,86      2,821     2,24      UNDEF     UNDEF     5,0       5,0       5,0       36,980    
5,48      2,67      0,045     0,426     2,0       1,82      2,755     2,25      UNDEF     UNDEF     5,0       5,0       5,0       36,820    
5,49      2,52      0,045     0,421     2,0       1,81      2,606     2,29      UNDEF     UNDEF     5,0       5,0       5,0       36,470    
5,50      2,43      0,044     0,415     2,1       1,81      2,508     2,31      UNDEF     UNDEF     5,0       5,0       5,0       36,230    
5,51      2,42      0,044     0,416     2,0       1,82      2,504     2,31      UNDEF     UNDEF     5,0       5,0       5,0       36,210    
5,52      2,37      0,044     0,412     2,1       1,83      2,457     2,32      UNDEF     UNDEF     5,0       5,0       5,0       36,080    
5,53      2,34      0,044     0,409     2,0       1,85      2,421     2,33      UNDEF     UNDEF     5,0       5,0       5,0       35,980    
5,54      2,30      0,041     0,408     2,0       1,75      2,379     2,33      UNDEF     UNDEF     5,0       5,0       5,0       35,850    
5,55      2,22      0,038     0,405     2,1       1,67      2,300     2,33      UNDEF     UNDEF     5,0       5,0       5,0       35,630    
5,56      2,19      0,037     0,404     2,0       1,65      2,269     2,33      UNDEF     UNDEF     5,0       5,0       5,0       35,540    
5,57      2,18      0,034     0,403     2,0       1,53      2,261     2,31      UNDEF     UNDEF     5,0       5,0       5,0       35,500    
5,58      2,11      0,031     0,401     2,0       1,41      2,187     2,31      UNDEF     UNDEF     5,0       5,0       5,0       35,280    
5,59      2,10      0,028     0,400     2,0       1,30      2,175     2,29      UNDEF     UNDEF     5,0       5,0       5,0       35,230    
5,60      2,08      0,026     0,399     2,1       1,24      2,159     2,28      UNDEF     UNDEF     5,0       5,0       5,0       35,180    
5,61      2,06      0,025     0,399     2,0       1,17      2,144     2,26      UNDEF     UNDEF     5,0       5,0       5,0       35,120    
5,62      2,06      0,023     0,398     2,0       1,09      2,143     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,100    
5,63      2,05      0,023     0,398     2,0       1,10      2,132     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,060    
5,64      2,04      0,022     0,396     2,0       1,09      2,116     2,25      UNDEF     UNDEF     5,0       5,0       5,0       35,000    
